1415	3	12856
248	0	11510
2454	9	15463
1475	7	12073
771	4	15319
2427	0	4892
2401	27	79
1513	0	8768
2167	0	4865
1798	0	8447
127	7	15529
1587	7	12601
882	6	1571
602	10	14142
44	10	13347
1949	8	12188
2111	4	14049
1368	0	6873
1309	10	12312
670	5	11757
1833	14	14781
929	10	12284
1349	7	14520
1045	10	13878
960	26	12065
2479	0	5008
1215	0	5479
248	2	12521
2401	27	14615
1905	16	2523
843	0	7622
2222	9	12618
1336	0	3558
1755	0	5114
950	0	4585
1079	2	12748
2084	7	12655
1144	0	5835
712	0	5204
717	0	5154
1045	0	4996
108	3	12528
2210	0	6022
717	1	1503
1384	0	10010
1587	9	12123
1826	0	7725
200	0	9060
980	10	14665
50	0	6884
1337	0	6209
1376	7	14230
442	0	9989
557	0	9986
557	0	6031
137	0	11169
933	0	5153
870	0	9854
696	0	4128
1376	1	15673
1673	3	14327
442	4	14735
1728	0	9650
2771	0	4475
1675	3	3154
2882	0	11233
1475	0	4876
478	7	12538
2709	0	7127
1441	0	8650
1417	0	5227
1496	22	13902
2276	3	3497
1869	16	14063
445	11	15001
1772	10	11789
2167	0	5435
2404	0	6823
1759	0	10533
1096	3	12761
1877	0	7210
2625	0	6031
1144	0	10968
990	0	3658
1425	3	11598
200	0	7754
2674	0	5971
137	3	3172
1824	0	9782
2111	0	4340
142	0	4067
2881	3	15319
2750	10	13386
2256	6	2647
2033	0	9778
1337	0	9244
19	0	3971
2624	28	13876
2401	11	1026
884	0	9576
2709	0	8888
2750	0	6048
1478	4	12975
980	10	14076
1451	1	2738
1629	9	12628
2574	5	12608
2743	15	12150
445	2	13974
2222	7	12620
1091	0	8815
574	0	7605
1738	0	7141
949	3	14373
735	0	4745
1670	2	15684
226	0	5212
1615	4	12940
1917	0	5818
1869	9	12754
444	0	7035
2427	3	11682
1513	0	7919
1806	3	11691
1402	10	14393
1892	0	10457
47	2	11641
1826	0	10997
1425	0	5817
130	0	10258
2047	4	14217
2533	3	13569
1759	1	3437
208	1	12788
2719	0	5243
1186	0	10380
2651	3	15481
2826	10	13878
1451	0	4990
442	0	9349
2401	0	6726
2615	7	14033
1761	28	13676
1426	0	5148
1729	0	9274
980	8	3126
1309	3	14575
2711	26	14873
738	0	10334
1407	9	13961
1630	0	10380
1459	0	3633
1617	5	12608
1905	0	4669
1803	2	11644
717	0	4233
958	10	11642
1516	0	3571
1426	5	12106
2167	0	8540
1369	0	6480
77	3	13070
2111	7	15410
2916	0	5369
735	0	5045
629	0	9945
2750	0	4895
2401	2	3001
1481	0	4581
1614	2	13444
2882	0	6531
1337	0	5248
1898	1	14419
2256	9	3062
2401	2	14502
1199	10	13592
442	0	5189
958	9	14495
1892	29	13649
1384	12	14820
725	0	7921
1292	0	5244
2678	4	14735
834	0	7242
574	2	14504
1305	0	4585
1608	1	1089
1257	3	15588
2819	0	5209
2678	7	11609
2074	4	3373
1257	0	5212
2401	0	5302
2715	9	11829
2677	6	1960
904	0	10127
1617	0	8879
2198	0	4164
1393	18	11658
2691	2	14804
41	0	8511
771	10	14118
2479	2	14088
1877	0	3743
1949	7	14106
929	1	12247
1286	4	12469
904	21	15477
1686	0	4739
1049	9	2997
1512	0	6008
2052	3	11686
2847	0	9119
602	3	12962
330	0	8887
1096	0	8858
2606	0	10497
2222	0	4574
335	0	7927
637	0	9979
1728	8	12387
2814	0	5789
1186	16	15211
2395	5	13963
1608	18	13189
1728	7	13063
2276	0	9923
821	2	12273
1728	12	12355
1005	30	12399
2191	9	13668
781	4	12877
478	7	13595
1703	0	3762
653	0	6022
2454	0	8785
182	6	724
960	9	12408
1286	0	6494
771	0	11033
1426	0	9303
573	0	11354
2198	26	12467
696	0	10005
1280	4	14874
1877	0	9214
1460	25	12468
2033	3	12455
1539	0	5964
1309	0	7312
444	0	4385
330	0	5189
2191	3	13098
2376	9	12584
2427	0	10491
1798	4	13471
1796	0	5222
882	16	15227
2104	0	10127
2560	3	11962
444	0	6788
2340	4	14850
1539	0	5384
1728	9	15718
2167	0	10374
2847	0	8871
2338	0	3955
50	0	10865
1121	3	13773
696	10	13350
785	0	9086
1658	22	15422
1341	0	10338
843	0	4719
2401	31	79
2719	32	14316
193	2	15686
130	10	13976
929	0	8887
2625	9	13379
2847	5	12608
1703	0	9703
2048	3	13604
2395	2	13857
843	0	5114
2916	0	10011
933	7	15499
2882	0	7096
2191	10	12284
1417	4	11860
2118	3	12116
330	7	3209
142	10	11642
1331	0	4792
444	0	11112
1407	0	10156
1712	0	8279
277	0	4133
2401	31	14615
2674	7	15462
1186	0	4732
2222	1	13673
1441	29	12422
1081	0	6975
478	9	12618
1045	0	5995
848	0	5213
36	0	10437
1898	0	6012
1824	0	8650
2535	0	4273
2084	6	15198
1560	0	3883
1905	0	10474
1352	2	15280
1889	16	15181
2743	0	8815
1542	10	14694
960	0	4286
670	16	18
2626	2	12277
801	0	4657
574	7	12406
848	5	12608
2771	10	12281
2766	4	12592
1587	0	10157
1516	4	13691
2357	19	15397
1341	2	3270
2917	0	6992
2060	22	12188
2535	0	6012
696	0	4124
735	22	12188
1707	10	13860
1662	0	7321
1670	3	13254
1629	3	3297
220	3	3345
1407	4	12129
1441	9	12628
2543	4	12474
2602	10	12777
990	0	5034
2404	0	10227
445	11	15141
716	0	11241
226	10	3270
203	0	8753
2449	0	4499
2853	3	13997
1791	0	8635
1001	7	11945
1617	15	14376
277	0	5167
1352	3	13200
865	0	4747
2295	0	4395
2615	0	5002
1917	4	11619
2450	4	11929
717	9	15462
1898	3	13012
2691	0	11510
208	0	5457
200	0	4521
1541	9	14942
340	0	11293
2610	0	8766
41	0	6031
277	0	6162
182	10	14485
2678	0	5237
1703	16	14584
2917	0	7380
631	0	4320
794	2	11876
47	29	3459
929	0	4426
2711	0	9659
330	0	10945
222	0	7793
629	3	14335
1611	1	15620
771	0	10727
1112	5	13964
2743	7	12618
19	9	3085
2602	0	5812
607	4	14343
248	0	3667
558	7	11874
1339	0	10457
1160	7	11995
200	8	12188
671	0	5188
1159	0	10450
1370	0	4536
1695	3	12933
2256	5	12608
1717	0	5457
602	0	9746
1717	0	6087
1164	3	13680
2039	5	13963
771	10	14863
2006	5	3256
1417	5	12608
1128	0	9433
865	0	10681
1257	0	8511
557	0	8818
2167	0	9242
738	12	12943
2743	0	8865
444	0	7178
2256	0	10253
671	2	12277
594	9	14423
1199	7	12510
142	0	4066
2404	0	10596
1560	0	9044
949	2	14778
422	0	4138
130	5	12608
2390	0	6014
2674	0	6039
1417	0	10253
1744	0	4934
2376	4	13690
2715	0	6858
960	0	9052
838	10	12053
2006	0	5947
33	0	8047
2295	0	7926
1045	5	12608
1675	0	9854
735	10	12281
950	5	12608
220	26	15155
1425	13	12250
1637	9	11949
2276	5	12608
2691	2	12748
1349	9	11609
834	7	12784
444	0	6733
2606	8	14509
2711	10	13736
771	0	7605
949	0	4819
2180	0	4817
444	10	12748
2560	0	10555
1673	24	14191
2357	12	15397
2449	7	15452
2677	14	14117
511	0	9478
629	9	13961
1001	4	14093
330	1	410
1615	22	12188
1402	0	5248
2709	0	7744
2674	0	9641
220	0	10889
343	7	14832
1376	5	12608
882	26	15227
2191	1	1978
1772	3	14524
1798	0	9205
1341	0	3963
1712	17	13963
717	5	12608
1329	3	14307
2882	5	12608
2256	0	4813
834	0	8788
2111	7	12627
2295	0	6012
50	0	5445
2442	10	14504
1757	0	6033
738	0	8351
2390	9	15453
2691	8	12188
146	0	8854
79	0	6897
710	0	8452
2917	3	12596
573	0	7855
1376	0	10253
2442	3	14061
1541	0	4697
1803	3	13130
2766	8	12188
50	0	4087
658	7	15452
670	5	3096
1233	0	6053
696	0	9929
716	15	12012
511	0	10599
1630	9	14495
1339	0	6975
1027	7	12031
1648	0	4579
1611	10	12709
1849	0	11112
182	0	8987
1729	0	9518
142	0	8299
717	3	14441
2084	0	6144
127	4	13820
2060	7	3342
2222	0	9466
1614	0	5167
1128	0	9428
564	9	14630
2651	0	7877
933	1	15560
2610	0	4694
1591	0	10718
1630	1	12831
33	0	11171
86	9	3213
2250	10	14504
2719	0	11544
443	7	14230
130	10	15419
1513	0	8764
2251	0	9228
2917	0	6994
2535	0	10295
1673	0	6214
1415	0	4672
1049	0	5246
564	3	3180
2039	0	6522
142	0	8060
670	0	5050
594	0	7974
1005	30	11653
2826	5	12608
137	0	6031
2847	2	11737
1049	0	9579
19	0	6205
33	25	12486
2401	11	14177
1898	9	12031
904	0	5840
1159	0	9852
44	0	8744
1549	0	5072
1826	0	5321
2052	0	4507
193	0	5212
130	0	9302
1341	0	8942
771	0	5520
1849	3	14735
130	9	14036
1280	0	5219
335	1	14644
2376	0	7546
2039	10	12536
2771	0	8983
212	0	6031
834	26	15180
36	3	13996
2404	0	7041
2560	2	15684
1764	0	9662
86	10	12748
444	10	15280
2052	0	8836
1905	3	13475
2039	3	14317
248	0	7100
1796	0	5652
2044	2	12776
203	7	3424
671	0	4620
1341	0	8313
1693	4	12451
716	0	10782
1045	22	14129
1806	0	4522
422	0	7882
1144	14	14706
1611	0	6023
1949	4	12025
1717	0	4462
1257	0	10585
343	10	14382
446	0	7754
2513	3	13406
2120	0	6321
1757	0	9218
1339	0	6298
2814	10	14603
2401	2	11738
2390	0	6031
2579	10	3383
50	10	12690
738	4	12637
1402	0	5227
1288	7	11947
785	0	6012
2401	0	8321
848	6	784
1662	26	1340
87	0	5214
140	9	3387
19	0	10850
1798	5	12608
203	4	3280
1728	19	12355
557	9	13063
2677	14	12771
1759	10	13581
1887	0	5215
1796	0	5200
574	4	14330
1199	9	12299
980	0	7233
1670	0	11395
771	10	13658
1341	0	5152
594	0	6092
2120	0	7892
2033	0	11082
2111	0	8888
1199	0	9550
865	7	14033
1898	2	12285
2602	12	14069
1755	5	13963
1459	16	14849
2560	17	3256
771	10	13568
602	2	14142
44	2	13347
1160	0	10857
1005	23	12587
277	10	15684
193	4	13569
1877	0	5214
478	0	6031
2916	0	5183
2479	4	3199
2610	4	13828
990	0	5949
1617	12	15397
1638	0	3612
559	0	8030
1045	2	13878
394	10	12378
1675	0	10855
1826	0	5568
2709	0	9786
821	0	5199
86	4	13521
2750	0	8740
2442	0	6825
423	9	14230
771	0	9662
2084	0	5072
2290	0	6393
1339	2	11642
2479	0	8210
1415	9	15508
771	7	12406
2001	4	13544
1757	0	8132
2513	14	13932
1905	1	3114
443	0	5212
2625	6	1907
1164	0	5212
442	0	6791
1215	0	6337
559	0	6417
2808	2	15678
1824	0	5212
2809	3	12650
2290	0	4176
1512	0	9735
1869	0	7068
2625	0	7912
44	0	6476
1796	0	4063
1512	4	11615
539	0	5745
47	2	13736
2006	0	5820
2719	0	10746
50	0	9738
1079	4	14320
2357	4	13989
2357	1	2902
1441	0	6215
1877	3	13499
2809	3	13080
676	28	14040
1292	3	14866
1349	0	9674
1331	0	5240
2210	4	3462
2771	10	12312
2376	9	12599
843	4	11906
573	7	15217
1288	9	11949
2104	7	13668
2719	9	14630
446	0	10157
1758	0	5212
1005	33	12587
47	2	12521
445	2	15676
1336	0	6922
50	0	7798
200	0	5405
1662	0	7311
1045	0	4872
2338	0	10028
1617	5	12106
2118	5	13440
884	0	5136
2039	0	4792
1888	0	5609
1822	0	5209
50	0	5856
1729	3	14023
575	8	12188
1949	19	15397
330	4	13438
2111	1	12816
2167	0	5114
200	5	12608
140	10	11967
1848	0	8869
2743	3	3156
2340	2	12285
637	7	13668
2198	0	6296
129	2	14393
1257	10	14680
1717	0	5199
222	0	7552
575	0	9654
2916	4	3280
1798	0	9695
2728	4	12635
2739	28	13455
140	5	12608
200	5	11757
670	0	10897
660	4	14880
2814	9	13358
203	0	5215
2044	9	14104
821	0	9500
1349	7	13092
502	9	15337
2826	2	13878
710	4	3518
2610	0	6193
2449	3	14880
2427	2	14393
2916	5	13963
958	0	4695
2357	0	5899
558	0	4834
1215	0	5077
1407	0	11381
801	0	8187
1451	0	8659
1215	0	6424
1376	4	12045
33	25	3263
1658	0	5805
44	0	11499
1869	0	6842
1215	0	7921
2750	4	14373
2338	3	13070
2560	0	5592
2395	4	11836
671	0	9069
843	7	3062
1658	3	3290
445	0	9173
2743	0	5244
1159	3	13602
1049	3	11595
142	7	12598
958	2	11642
2060	0	4370
710	0	4370
781	7	14525
2191	0	9648
1235	0	11436
2318	9	12722
1772	13	2939
1255	28	2983
1305	3	14545
2048	0	4394
821	7	12293
2771	12	15397
1199	2	13592
1349	2	13878
277	0	8860
2674	7	12784
1838	0	6874
444	0	5212
960	0	7605
990	4	11600
335	0	11006
2719	0	6102
2210	7	14179
564	0	4804
1728	9	13063
330	2	15687
423	6	12791
660	15	13115
2750	0	8852
960	10	14504
1280	0	10075
1451	10	12284
87	10	15280
2814	0	8279
2191	0	9576
1889	0	10798
834	10	14504
445	2	12748
2795	28	13152
1791	0	7023
592	9	3291
980	4	14100
2787	0	4100
248	0	3652
77	0	8127
444	0	7552
2044	10	12777
1638	0	8860
444	9	15462
1542	5	14154
182	0	5203
1370	5	12608
200	16	1202
2222	4	12038
1539	9	12726
1949	12	15397
2250	0	7041
277	9	12754
1686	4	3181
1629	5	11757
2395	0	10438
2067	4	15322
1877	0	6211
2626	0	5188
2401	2	14709
1905	0	9206
1164	9	13358
1693	5	13963
1898	0	6791
142	3	13524
2118	0	3655
2709	0	4073
2442	0	9632
1703	0	8526
660	0	11080
1755	0	10916
2318	24	12423
1755	10	12748
1707	0	5153
929	7	15584
1369	0	11388
1637	22	12188
1005	9	12582
182	10	12748
442	9	12031
2376	0	5139
990	0	8973
77	12	15397
990	0	6033
980	0	10567
1877	14	12133
2574	12	3265
1288	3	11860
2357	6	15223
2001	7	12632
1199	2	11878
1887	0	4536
226	17	12083
1417	0	4771
1513	5	12608
1728	3	12377
1738	0	9412
1611	2	12707
1917	3	12223
2427	0	10539
1407	0	5755
1575	28	13336
558	0	10913
2210	10	12284
1407	3	12134
47	3	13304
2709	0	6031
575	0	8758
130	2	13976
1112	15	14809
130	5	3096
222	7	11731
1949	0	4735
2917	10	12268
1027	3	12899
660	6	2172
140	3	3054
2916	14	3016
87	0	9445
1629	0	9630
203	0	5213
2814	4	11900
33	0	7280
2060	10	12748
79	34	12945
1352	0	4697
2338	7	11784
2357	0	8873
1824	0	6215
712	4	13601
1215	0	5477
1798	2	12709
2060	2	12744
222	10	11794
1121	0	10253
735	35	2945
2766	2	11679
1721	3	12212
1738	4	12567
1591	3	13127
958	0	6206
2051	0	11555
2535	24	14191
978	7	14630
153	26	152
1096	1	15229
446	0	9929
1384	0	8815
203	0	5214
2719	30	13827
1638	0	10904
1695	0	4406
2494	22	12188
1892	0	10380
248	0	7246
882	7	15602
2449	0	6772
1441	0	5212
978	0	11075
1709	0	5080
843	0	4657
2579	0	5156
1826	0	11531
1798	0	8707
330	0	10405
2006	9	11831
1949	1	14467
1513	0	8734
2881	0	9368
2537	0	4589
1336	0	10011
794	2	14485
444	0	5203
226	2	3270
2533	2	15682
2427	7	14591
1721	9	14715
47	0	5037
2574	22	12188
2546	9	3291
19	0	5125
1384	3	12683
146	0	10498
2882	3	13178
1673	0	4339
137	18	11715
182	2	14485
2376	7	13948
1898	0	4819
2186	3	14367
1608	4	14878
2295	4	14438
2606	0	10499
1186	9	14495
1709	10	12709
1426	10	12536
660	10	12277
2033	0	11188
1892	29	14066
2167	22	12188
990	0	6030
1402	3	13820
2318	2	11644
1305	0	4990
1849	0	5212
444	0	7065
1848	9	13092
2401	11	13921
1887	0	5233
1426	3	14317
738	0	5114
1407	0	9907
1796	3	12208
394	7	11699
1796	21	14661
2506	4	15544
2198	10	14712
949	10	12277
502	0	5188
958	3	11797
2719	30	15656
86	10	12277
2251	0	5212
2191	0	7340
1744	4	3533
821	0	7246
2625	16	12569
1164	7	13360
2533	0	9224
1341	9	13435
990	0	8886
2677	7	15462
2626	16	157
980	0	6755
1331	3	3087
575	0	8958
2719	0	8656
1186	0	6209
1608	26	68
1539	3	15481
2719	0	5290
1337	9	3246
1630	4	14066
445	0	6975
1121	7	14230
153	0	8926
1733	0	4926
1467	0	9473
1384	0	9846
208	0	4879
2610	7	14715
222	4	3022
1744	2	3013
960	4	12366
182	10	3397
2743	0	8888
79	0	6404
1286	10	13581
2881	1	15187
2819	0	8694
33	0	7344
2198	1	15069
2376	0	9938
990	29	13057
1341	0	5947
2709	2	3371
794	2	14172
1617	19	15397
1159	7	3062
1426	0	9652
1889	0	10899
710	0	7747
2719	0	4818
502	0	10964
1309	0	7754
442	0	7060
1757	7	13092
511	0	7754
343	9	14832
1629	0	9696
1061	2	11759
50	6	19
1542	0	5876
2787	15	14303
130	10	11877
2450	0	8841
2479	5	13460
2610	0	8597
1721	1	14927
2711	2	13736
2616	0	4766
1415	8	14509
2001	9	15462
1164	0	8750
1803	0	7595
2039	10	12277
834	0	7239
41	3	11826
883	28	12806
2537	3	14368
2809	2	11789
929	0	8989
716	0	10397
848	0	5189
1329	0	4462
834	16	14684
1481	4	13238
1757	1	13376
222	0	6031
330	0	6983
2787	4	3066
2450	0	5244
558	0	6366
2728	2	3093
1806	2	12748
2111	0	11042
1475	4	12435
958	0	5162
335	5	13963
592	0	5457
2222	22	12188
1352	0	6057
1393	2	12229
1305	0	8659
1630	16	13714
670	10	12284
1441	2	11642
44	0	10346
1349	5	12608
2198	16	12467
848	0	8311
1560	4	12261
2616	0	8106
443	9	14230
1393	0	4766
2674	0	6016
340	0	4940
904	0	8381
2674	0	4237
1112	0	5248
2574	2	12285
330	0	4155
277	18	12242
146	0	7246
2039	9	11996
1759	5	13963
153	0	5534
1755	26	13805
2750	6	12385
2615	0	5672
2715	0	4542
2404	0	5380
2616	0	8685
1252	28	12300
986	0	8640
1638	19	14820
1128	0	10347
865	4	13570
2771	0	9473
1889	0	6048
1441	0	6982
1608	15	13189
153	0	10448
2809	4	3444
2250	2	14504
781	12	14678
130	2	15419
2674	0	10939
2404	0	10153
557	0	8126
575	0	5414
794	7	14643
50	0	8468
1159	0	8779
1005	2	14391
2450	0	6272
1305	0	10345
1796	0	5742
2847	22	12188
2404	0	8879
478	0	7713
1738	0	5211
1728	0	9055
1974	0	9609
2847	19	15397
1703	0	11041
142	0	6022
1476	3	15706
1838	0	6890
2533	2	13738
182	4	11696
2218	2	12285
1717	0	5555
1849	0	5203
2691	19	15397
1376	9	14230
182	18	14376
19	1	50
1887	0	5129
2750	2	13384
2711	10	15280
19	0	6022
843	2	15686
712	7	12618
1337	5	12608
950	0	8668
1733	0	4922
2250	0	10250
2691	4	11929
2674	10	15280
933	0	11132
2033	0	3695
2039	2	12536
838	10	12284
738	8	12945
330	0	5969
2401	2	14793
1459	0	6626
86	2	12748
277	1	15705
2709	15	15429
1407	5	13963
1160	7	14179
129	16	12783
1144	9	14033
1096	0	9614
557	4	12932
1806	2	14504
834	18	14354
1215	0	10424
2750	16	949
2691	7	14106
77	0	9473
1451	6	1305
2401	11	12049
79	0	8082
1005	11	15309
631	9	3291
2610	4	12176
904	3	12373
1415	7	15510
2814	2	14603
33	0	6390
2535	36	14179
1703	0	10486
2709	0	6888
986	0	5203
146	0	7312
146	3	11616
478	1	2459
629	0	9309
2256	17	13963
2442	0	5212
2674	0	6031
44	0	10345
949	0	7022
1288	0	4792
1772	0	4466
950	0	9261
710	5	13963
1159	0	4535
2167	0	9638
629	2	15686
2401	2	14504
1759	2	13581
2626	0	9069
958	2	12283
1280	37	11628
2533	0	5212
2250	0	8620
2401	11	14469
2167	0	10131
1796	0	5702
735	3	11688
1591	0	4300
2560	2	11750
2625	0	11082
990	0	6165
1049	0	4876
2033	1	1506
2290	0	6334
882	0	10450
1648	7	12817
36	7	14495
2711	3	12920
1733	0	4650
200	10	12284
226	0	5152
101	9	12672
658	0	6033
1426	10	14387
2376	0	9922
794	0	5528
130	4	14315
716	0	6838
771	3	15319
2574	19	3265
990	0	8888
442	0	9477
2615	0	4788
2111	3	14049
1339	0	5210
1441	0	4065
44	0	6479
574	6	12795
1791	4	14735
2615	9	14033
222	0	9527
1402	0	6135
735	2	12776
2290	0	6343
1757	4	13511
2691	12	15397
1402	7	15529
1513	0	9606
478	0	4389
1614	9	12618
1849	2	12748
1877	13	12132
1451	0	7776
1822	13	13489
1393	6	139
1384	9	12672
978	10	15684
949	0	9751
1096	0	6875
1614	10	11642
2074	7	15601
2089	1	14890
1608	2	12200
2250	3	3223
2674	0	9454
2847	2	11748
330	0	6218
1496	8	13902
1079	9	12576
1215	0	6426
1481	16	12537
2111	9	15410
1128	0	10339
2847	9	12672
422	0	10546
1341	10	12709
129	1	11790
2719	0	5292
2819	4	13094
1459	0	11157
884	10	14724
2251	0	4520
1803	0	9164
1539	0	3887
2225	0	4586
1426	16	15024
1693	0	6315
1608	0	10906
1608	16	68
2210	2	12285
2535	4	14327
1638	0	3616
2771	10	12748
1549	0	5203
2728	0	4486
446	0	4571
142	0	10801
1824	0	10236
87	0	4669
1426	0	4913
127	0	5227
277	4	14512
2881	5	13963
1949	9	14106
712	0	7754
1376	0	11412
2390	18	12127
1257	0	7246
1451	0	8299
248	0	9776
865	0	6056
248	0	11082
2250	0	10594
87	4	13044
1451	0	5032
1309	0	4669
394	0	7551
1460	7	13514
1425	14	12250
1542	7	14550
1824	0	8781
394	9	13198
